safe_anchor,domain_in_title,google_index,page_rank,status
73.07692308,1,0,3,1
14.28571429,1,1,5,0
0.0,1,1,2,0
64.1025641,1,0,5,1
0.0,0,0,5,1
91.66666667,0,0,8,1
100.0,0,0,1,1
100.0,1,1,3,0
77.77777778,1,0,7,1
0.0,1,1,2,0
0.0,1,1,0,0
36.84210526,1,0,5,1
25.0,1,1,5,0
33.33333333,0,0,2,1
0.0,1,1,3,0
0.0,1,1,0,0
0.0,1,1,3,0
0.0,0,1,0,1
0.0,0,1,10,0
100.0,1,1,0,0
70.0,1,0,3,1
0.0,1,1,0,0
0.0,0,1,2,0
0.0,1,1,0,0
0.0,1,0,4,0
13.04347826,1,0,2,1
70.37037037,0,1,7,1
17.64705882,1,0,4,1
20.0,1,1,0,0
23.07692308,0,0,2,1
0.0,1,1,3,0
25.0,0,0,3,1
0.0,1,1,3,0
40.0,0,0,5,1
0.0,1,1,7,1
56.25,1,0,7,1
14.28571429,1,1,5,0
0.0,0,0,10,1
53.33333333,1,0,6,1
100.0,0,1,8,1
21.42857143,1,1,4,0
0.0,1,0,4,1
30.0,0,0,4,1
50.0,0,0,4,1
71.42857143,0,0,4,1
25.0,1,1,0,0
74.07407407,0,0,6,1
38.46153846,1,0,3,1
0.0,1,1,0,0
84.09090909,1,1,5,1
0.0,1,1,6,0
14.28571429,1,1,5,0
85.71428571,1,0,1,1
0.0,1,0,5,0
79.06976744,0,0,1,1
81.81818182,0,0,4,1
93.33333333,0,0,4,1
100.0,1,1,0,0
0.0,1,1,4,1
0.0,1,0,10,1
100.0,1,1,4,0
0.0,1,1,4,0
0.0,1,1,2,0
41.66666667,1,0,2,1
0.0,1,1,0,0
12.5,1,1,0,0
100.0,1,0,7,1
0.0,1,1,1,0
89.74358974,0,0,6,1
0.0,1,1,0,0
37.5,0,1,3,1
0.0,0,1,2,0
0.0,1,1,3,0
100.0,1,1,0,0
0.0,0,0,4,1
0.0,1,1,3,0
50.0,0,0,2,1
14.28571429,1,1,5,0
0.0,1,0,2,1
0.0,0,1,6,0
0.0,1,1,0,0
0.0,1,0,1,1
0.0,0,1,2,0
0.0,1,1,0,0
72.5,0,0,7,1
100.0,1,1,1,0
27.02702703,1,0,1,1
66.66666667,0,0,5,1
0.0,1,1,2,0
100.0,1,1,0,0
69.49152542,1,0,7,1
0.0,1,1,3,0
38.23529412,1,0,5,1
35.29411765,1,0,3,1
0.0,1,0,5,1
0.0,1,1,1,0
28.57142857,1,0,3,1
0.0,1,0,4,1
76.92307692,1,0,8,1
0.0,1,0,0,0
0.0,1,1,2,0
0.0,0,0,4,1
26.66666667,1,1,5,0
0.0,1,0,0,1
0.0,1,1,0,0
25.80645161,1,1,2,0
0.0,1,1,2,0
14.28571429,1,0,2,1
23.07692308,1,0,5,1
0.0,1,0,2,1
0.0,0,0,3,1
100.0,1,1,0,0
100.0,1,1,0,0
0.0,0,0,0,0
14.28571429,1,1,5,0
100.0,1,1,2,0
0.0,1,0,1,1
0.0,1,1,0,0
0.0,0,1,7,0
0.0,1,1,0,0
75.12690355,0,0,7,1
100.0,1,1,0,0
15.15151515,0,0,5,1
100.0,1,1,0,0
0.0,1,1,1,0
0.0,0,1,6,0
8.208955224,1,1,2,0
0.0,1,1,5,0
20.0,0,0,6,1
0.0,1,1,1,0
84.12698413,0,0,3,1
100.0,0,0,3,0
0.0,0,1,6,0
0.0,1,1,10,0
100.0,1,1,0,0
0.0,1,1,3,0
100.0,1,1,0,0
0.0,1,0,9,0
0.0,1,0,5,1
0.0,1,0,4,1
100.0,1,1,0,0
0.0,0,1,6,1
64.1509434,1,0,7,1
14.28571429,1,1,5,0
100.0,1,1,0,0
0.0,1,1,1,1
0.0,0,0,0,0
50.0,0,1,8,1
4.347826087,1,1,2,0
100.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,0,0
55.17241379,1,0,6,1
65.71428571,1,1,4,1
100.0,1,1,3,1
100.0,1,1,0,0
20.0,0,0,6,1
3.370786517,0,1,1,0
100.0,1,1,1,0
21.42857143,1,1,4,0
0.0,0,1,6,0
66.66666667,1,0,4,1
33.33333333,0,0,6,1
0.0,1,0,4,1
92.85714286,1,0,5,0
0.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,0,0
87.09677419,1,0,5,1
25.0,1,0,5,1
0.0,0,1,5,0
0.0,1,0,4,1
42.85714286,0,0,3,1
66.22807018,0,0,7,1
3.846153846,1,0,5,1
50.0,0,0,8,1
0.0,0,0,4,1
0.0,1,0,2,1
33.33333333,1,0,8,1
62.5,1,0,2,1
100.0,1,1,0,0
0.0,1,0,0,0
20.0,1,0,3,1
0.0,1,1,0,0
0.0,1,0,6,1
0.0,1,1,0,0
11.53846154,1,1,5,1
4.545454545,1,1,1,0
100.0,1,1,7,1
13.25301205,0,0,5,1
60.0,1,0,2,1
57.14285714,0,0,7,1
0.0,1,1,4,0
0.0,1,0,1,0
0.0,1,0,0,1
0.0,1,1,0,0
100.0,1,1,0,0
0.0,1,1,1,0
1.470588235,0,0,5,1
0.0,1,1,3,0
0.0,1,1,0,0
33.33333333,1,0,2,1
0.0,1,1,0,0
0.0,1,0,4,1
58.33333333,0,0,4,1
73.68421053,0,0,7,1
100.0,1,1,2,0
0.0,1,0,10,1
0.0,1,1,5,1
0.0,1,1,0,0
65.0,1,0,7,1
100.0,1,1,2,0
0.0,1,1,0,0
25.0,0,1,4,1
50.0,1,0,0,0
38.57142857,1,0,4,1
50.0,1,1,3,1
0.0,1,0,0,0
70.0,0,0,2,1
41.17647059,1,0,0,1
71.51515152,0,0,7,1
0.0,1,1,1,0
98.40764331,1,0,4,1
0.0,1,1,2,0
50.0,1,0,5,1
0.0,1,0,2,0
100.0,0,0,5,1
4.545454545,1,1,0,0
47.36842105,1,0,8,1
94.32624113,1,0,5,1
100.0,1,0,1,1
67.5,1,1,4,1
0.0,1,1,0,0
13.33333333,1,0,6,1
0.0,1,0,4,1
81.25,1,0,4,1
0.0,1,1,2,0
88.46153846,0,0,5,1
86.95652174,0,0,4,1
0.0,1,1,1,0
0.0,0,1,6,0
0.0,1,1,0,0
100.0,1,1,2,0
66.66666667,1,1,2,0
100.0,1,1,1,0
100.0,1,1,1,0
100.0,1,0,3,1
0.0,1,1,1,0
70.0,1,0,4,1
100.0,1,1,2,0
0.0,1,1,4,0
58.2010582,1,0,5,1
76.0,1,0,5,1
0.0,0,0,10,1
100.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,2,0
53.33333333,1,0,4,1
30.76923077,1,1,0,0
39.28571429,1,0,4,1
0.0,1,1,3,0
100.0,1,1,0,0
100.0,1,1,3,1
0.0,1,1,5,0
0.0,1,1,0,0
5.0,1,1,5,0
11.53846154,1,1,5,1
50.0,1,0,8,1
29.41176471,1,0,4,1
25.0,1,1,5,0
96.0,1,0,3,0
35.0,0,1,7,1
28.57142857,1,1,4,1
100.0,0,0,3,1
0.0,1,0,4,1
0.0,1,0,0,0
0.0,0,0,1,1
50.0,1,0,4,1
58.33333333,1,0,4,1
4.04040404,1,1,0,0
21.42857143,1,1,2,0
14.28571429,1,1,5,0
0.0,1,1,3,0
100.0,1,1,4,0
0.0,1,0,5,1
100.0,0,1,0,1
0.0,1,1,1,0
81.05263158,0,0,7,1
53.84615385,1,0,4,1
75.0,1,1,3,1
100.0,1,1,0,0
0.0,1,0,0,0
0.0,0,1,10,0
0.0,1,1,3,0
0.0,1,1,2,0
100.0,1,1,0,0
75.0,0,0,4,1
100.0,1,1,0,0
0.0,1,1,3,0
33.33333333,1,1,9,0
0.0,1,0,3,1
0.0,1,1,0,0
41.81818182,1,0,6,1
100.0,1,1,0,0
100.0,1,0,2,1
0.0,1,1,3,0
72.72727273,1,0,5,1
100.0,1,1,1,0
100.0,1,1,0,0
0.0,1,0,5,1
0.0,1,1,1,0
100.0,0,0,5,1
0.0,1,0,2,1
72.22222222,0,0,7,1
40.0,0,0,4,1
80.48780488,1,0,5,1
86.04651163,1,1,0,0
50.0,0,0,5,1
0.0,1,1,0,0
0.0,1,1,0,0
56.52173913,0,0,7,1
0.0,0,0,4,1
100.0,1,1,2,0
33.33333333,1,0,4,1
61.53846154,1,1,2,1
0.0,1,1,5,0
36.95652174,0,1,7,1
63.63636364,0,1,1,0
25.0,0,0,3,1
9.523809524,0,1,7,1
57.14285714,1,0,1,1
22.22222222,1,1,1,0
0.0,1,1,0,0
100.0,1,1,0,0
88.88888889,1,0,3,1
1.369863014,1,1,2,0
84.70588235,0,0,3,1
100.0,0,0,5,1
100.0,0,0,2,1
37.5,0,0,0,1
100.0,1,0,3,1
12.5,1,1,0,0
0.0,0,1,0,0
93.25842697,1,0,6,1
0.0,1,1,4,1
13.04347826,1,0,4,1
20.0,0,0,2,1
66.66666667,0,0,3,1
18.75,0,0,6,1
100.0,1,1,0,0
0.0,1,1,0,0
6.951871658,1,0,5,1
100.0,1,1,0,0
0.0,1,1,0,0
78.57142857,1,1,4,1
14.28571429,1,1,5,0
0.0,1,1,3,0
68.42105263,1,0,4,1
10.0,1,0,4,1
0.0,1,1,0,0
100.0,1,1,4,0
12.19512195,1,1,5,0
70.58823529,1,1,4,0
8.053691275,0,0,5,1
50.0,1,1,5,1
0.0,1,1,4,1
0.0,1,1,4,1
100.0,1,1,0,0
14.28571429,1,1,5,0
0.0,1,1,0,0
25.0,1,0,3,1
0.0,1,1,0,0
100.0,1,0,3,1
66.66666667,1,0,4,1
0.0,1,1,4,0
0.0,1,1,0,0
0.0,1,1,0,0
100.0,1,1,0,0
0.0,0,1,2,0
26.31578947,1,0,3,1
100.0,1,1,0,0
40.0,0,1,6,1
100.0,1,1,2,0
100.0,1,1,3,0
19.14893617,0,0,2,1
0.0,1,1,2,0
26.66666667,1,0,6,1
0.0,1,1,0,0
0.0,0,1,7,1
75.0,1,0,4,1
0.0,1,0,8,1
0.0,1,1,3,0
41.66666667,0,0,4,1
50.0,1,1,0,0
0.0,0,1,10,0
100.0,1,1,0,0
0.0,1,1,2,1
55.55555556,1,0,4,1
0.0,1,0,8,1
33.33333333,1,1,4,0
0.0,1,0,4,1
0.0,1,1,3,0
83.09859155,0,0,5,1
60.0,1,0,4,1
28.57142857,1,0,8,1
75.0,1,0,3,1
0.0,1,0,7,1
0.0,1,1,4,0
0.0,1,1,0,0
0.0,1,1,1,0
0.0,1,0,8,1
50.0,0,0,2,1
0.0,1,0,4,1
0.0,1,1,0,0
25.0,1,1,5,0
66.66666667,1,0,3,1
66.66666667,1,0,5,1
0.0,1,1,2,1
65.06024096,0,0,7,1
0.0,1,0,2,1
0.0,0,0,2,0
70.0,1,1,1,0
0.0,1,1,0,0
0.0,0,1,6,0
100.0,1,1,0,0
31.25,1,0,4,1
100.0,1,1,0,0
25.0,0,1,4,1
25.0,0,0,4,1
97.72727273,1,0,5,1
50.0,1,0,3,1
85.71428571,1,1,0,0
1.515151515,1,0,4,1
88.88888889,1,1,1,1
0.0,1,1,3,0
19.17808219,1,0,0,0
85.33333333,0,0,5,1
100.0,1,1,3,1
9.090909091,1,1,4,0
100.0,1,1,0,0
20.0,0,0,3,1
66.66666667,1,0,0,1
100.0,1,0,0,0
27.27272727,0,0,6,1
100.0,1,1,0,0
100.0,1,1,5,0
100.0,1,1,0,0
93.33333333,1,0,4,1
100.0,1,1,0,0
100.0,1,1,0,0
80.64516129,1,0,5,1
80.0,1,1,5,0
0.0,1,1,5,0
0.0,1,1,1,0
65.85365854,0,0,5,1
0.0,1,0,2,1
4.347826087,1,1,2,0
0.0,1,1,3,0
0.0,1,0,6,1
0.0,1,1,8,1
0.0,1,1,0,0
68.18181818,0,0,4,1
0.0,1,1,2,0
100.0,1,1,0,0
0.0,1,1,0,0
0.0,1,0,2,1
51.72413793,0,0,7,1
25.0,1,0,6,1
70.76923077,0,0,7,1
55.26315789,0,1,2,1
100.0,1,0,5,1
0.0,0,1,6,0
16.66666667,1,1,0,0
30.76923077,0,1,6,1
74.54545455,0,0,4,1
89.74358974,0,0,4,1
60.0,1,0,5,1
53.84615385,0,0,2,1
77.77777778,0,1,4,1
100.0,1,1,0,0
55.0,1,0,2,1
24.24242424,1,0,5,1
100.0,0,0,2,1
14.28571429,1,1,5,0
15.2173913,1,0,2,1
100.0,1,1,2,0
0.0,1,0,5,1
72.72727273,1,0,5,1
96.55172414,1,1,2,0
96.91780822,1,1,0,0
0.0,1,0,8,1
38.46153846,0,1,5,1
16.66666667,1,0,4,1
100.0,1,1,0,0
16.66666667,1,0,4,1
0.0,1,1,7,0
56.25,0,0,6,1
100.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,0,0
50.0,1,0,5,1
81.08108108,1,0,3,1
0.0,1,1,0,0
50.0,0,1,5,1
15.78947368,0,0,6,1
100.0,1,0,5,1
89.65517241,1,1,5,1
100.0,0,1,1,0
100.0,1,0,2,0
59.25925926,1,0,6,1
66.66666667,0,0,10,1
0.0,1,1,0,0
92.30769231,0,0,4,1
0.0,1,1,0,0
28.57142857,1,1,3,0
55.55555556,1,0,5,1
0.0,1,0,3,1
0.0,1,1,2,0
0.0,0,1,0,0
77.77777778,1,0,2,1
0.0,1,1,4,0
16.66666667,1,0,4,1
30.76923077,1,1,0,0
0.0,0,0,3,1
100.0,1,1,0,0
0.0,0,0,10,1
83.33333333,1,0,1,1
11.95652174,1,1,2,1
0.0,1,1,2,0
100.0,1,1,0,0
27.27272727,1,1,0,0
0.0,1,0,0,0
0.0,1,0,0,0
75.0,1,1,2,0
0.0,1,1,3,0
65.43209877,1,0,3,1
0.0,1,0,4,1
0.0,1,1,2,0
64.28571429,0,0,5,1
50.0,0,1,3,0
83.33333333,0,0,3,1
0.0,1,1,0,0
0.0,1,0,2,1
14.28571429,1,1,5,0
0.0,1,1,2,0
0.0,1,1,1,0
76.74418605,1,1,2,0
100.0,1,1,0,0
40.0,1,0,4,1
0.0,1,1,2,0
57.14285714,1,1,6,1
0.0,0,1,2,0
100.0,1,1,0,0
0.0,1,1,0,0
78.37837838,1,0,2,1
11.11111111,1,1,0,0
14.28571429,1,1,5,0
0.0,1,0,0,0
0.0,1,0,5,1
31.25,0,0,4,1
0.0,1,1,0,0
100.0,1,1,1,0
0.0,1,1,2,0
51.72413793,0,0,3,1
0.0,1,0,0,0
0.0,1,1,0,0
84.21052632,0,1,5,1
33.33333333,1,1,0,0
0.0,1,1,0,0
35.48387097,0,1,4,1
0.0,1,1,1,0
100.0,1,1,0,0
0.0,1,1,3,0
0.0,1,1,9,0
25.0,1,1,0,0
10.71428571,1,0,5,1
0.0,1,0,3,1
84.61538462,0,0,0,1
100.0,1,1,5,1
88.63636364,1,1,3,1
0.0,0,0,2,0
21.21212121,1,0,4,1
0.0,1,1,0,0
50.0,1,0,2,1
100.0,0,0,3,1
4.47761194,1,1,1,1
100.0,1,0,0,0
48.27586207,0,0,4,1
100.0,1,1,2,0
30.0,1,0,4,1
66.66666667,0,0,8,1
87.5,1,1,1,0
0.0,1,1,0,0
66.66666667,1,0,2,1
100.0,1,0,5,1
0.0,1,0,5,0
0.0,1,1,3,0
16.66666667,1,1,0,0
0.0,1,1,0,0
100.0,1,1,0,0
100.0,1,1,0,0
100.0,1,1,3,1
81.03448276,1,0,3,1
0.0,1,1,4,0
46.15384615,1,0,4,1
0.0,0,1,1,0
0.0,1,1,4,0
0.0,1,1,0,0
0.0,1,1,3,0
0.0,1,1,0,0
0.0,1,0,1,0
46.66666667,1,1,4,0
7.391304348,1,1,0,0
14.28571429,1,0,5,1
0.0,1,0,5,0
33.89830508,1,0,5,1
71.42857143,1,1,0,0
0.0,0,0,5,1
0.0,1,1,2,0
12.5,1,0,3,1
68.75,1,0,2,1
57.14285714,0,0,3,1
100.0,1,0,2,1
8.333333333,1,1,0,0
38.7755102,1,0,5,1
0.0,1,1,3,0
0.0,1,1,0,0
0.0,1,0,8,1
100.0,0,0,1,1
82.14285714,1,0,5,1
35.71428571,1,0,6,1
0.0,1,0,2,1
42.85714286,1,0,6,1
12.5,0,0,4,1
72.22222222,0,0,7,1
0.0,1,1,0,0
7.142857143,0,1,6,1
0.0,1,1,0,0
60.0,1,1,2,0
0.0,0,0,5,1
0.0,1,0,3,1
26.08695652,1,1,3,0
0.0,1,1,10,0
0.0,1,1,0,0
100.0,0,1,0,0
100.0,1,0,2,1
18.18181818,0,0,4,1
14.28571429,1,1,5,0
90.90909091,0,1,2,0
0.0,0,0,7,1
97.79411765,1,0,4,1
33.33333333,1,1,2,0
0.0,0,0,2,0
0.0,0,1,0,0
0.0,1,1,2,0
0.0,1,0,0,0
100.0,1,0,3,1
0.0,0,1,7,1
28.81355932,1,1,0,0
0.0,1,1,6,0
0.0,1,1,3,0
61.70212766,1,0,2,1
0.0,1,1,0,0
0.0,1,1,2,0
0.0,1,1,0,0
5.882352941,1,0,6,1
92.06349206,0,0,5,1
100.0,0,1,0,0
0.0,1,0,10,1
0.0,1,1,0,0
0.0,1,1,1,0
0.0,1,1,4,1
5.0,1,0,5,1
0.0,1,1,1,0
16.89189189,1,0,8,1
50.0,1,0,5,1
100.0,1,0,4,1
0.0,1,0,3,0
0.0,1,0,1,0
100.0,0,0,3,1
0.0,0,1,2,1
6.666666667,1,1,2,0
37.5,0,1,0,0
20.0,1,0,0,0
93.75,1,0,5,1
0.0,1,1,0,0
25.0,1,1,5,0
63.63636364,1,0,5,1
54.83870968,1,1,5,1
46.66666667,0,0,4,1
0.0,1,0,2,0
30.0,1,1,1,0
0.0,1,0,4,1
76.11940299,0,0,5,1
0.0,0,0,4,1
100.0,1,1,0,0
59.25925926,1,0,3,1
56.25,1,0,3,1
82.60869565,1,0,3,1
0.0,1,1,3,0
0.0,1,1,0,0
0.0,1,1,2,0
100.0,1,1,0,0
0.0,1,0,7,1
21.42857143,1,0,5,1
80.0,1,0,10,1
73.91304348,0,0,3,1
75.0,1,1,0,0
14.28571429,0,0,3,1
36.36363636,1,0,6,1
100.0,1,1,0,0
0.0,1,1,0,0
83.33333333,0,1,2,0
0.0,1,0,3,1
92.5,1,0,2,1
4.545454545,1,1,0,0
25.0,1,1,5,0
25.0,1,1,5,0
100.0,1,0,4,1
0.0,1,1,0,0
68.75,0,0,4,1
14.28571429,1,1,5,1
0.0,1,1,3,0
33.33333333,1,1,0,0
71.42857143,1,1,0,0
0.0,1,0,0,0
0.0,1,0,2,1
0.0,1,1,1,0
100.0,0,0,5,1
5.555555556,0,1,7,1
0.0,1,0,1,0
59.0,1,1,4,1
8.163265306,1,1,0,0
0.0,1,1,4,1
0.0,1,0,4,1
100.0,1,1,0,0
100.0,0,1,0,0
72.72727273,1,0,4,1
100.0,1,0,4,1
33.33333333,1,0,1,1
100.0,1,1,0,0
0.0,1,1,1,0
0.0,1,1,1,0
0.0,1,1,1,0
100.0,1,1,0,0
66.66666667,1,0,0,0
100.0,1,1,2,0
100.0,1,1,0,0
14.28571429,1,1,5,0
0.0,0,0,4,1
0.0,1,1,1,0
100.0,1,0,10,0
60.0,1,0,2,1
100.0,1,1,0,0
100.0,0,1,7,1
66.66666667,1,0,3,1
0.0,1,1,0,0
92.85714286,1,0,2,1
100.0,1,1,0,0
56.92307692,1,1,5,0
0.0,1,1,0,0
0.0,1,0,10,1
0.0,1,1,1,0
0.0,1,1,2,0
83.33333333,1,0,0,0
0.0,1,1,0,0
0.0,1,1,0,0
0.0,0,0,10,1
0.0,1,1,0,0
0.0,1,1,0,0
50.0,1,0,2,1
100.0,1,1,0,0
0.0,1,1,0,0
100.0,0,0,6,1
82.60869565,1,0,4,1
11.11111111,1,0,4,1
37.5,0,1,3,1
0.0,1,0,4,1
100.0,1,1,0,0
54.54545455,0,0,7,1
85.71428571,1,1,0,0
56.92307692,1,1,5,0
0.0,1,1,4,0
50.0,0,0,6,1
96.91780822,1,1,2,0
0.0,1,0,5,1
0.0,1,1,0,0
0.0,1,1,1,0
0.0,1,0,4,0
80.0,0,0,5,1
50.0,0,0,5,1
0.0,0,0,3,1
0.0,1,1,2,0
28.57142857,1,0,4,1
72.72727273,1,0,5,1
50.0,1,0,2,1
47.82608696,1,1,0,0
100.0,1,1,0,0
100.0,1,1,2,1
0.0,0,1,0,0
0.0,1,1,1,0
66.66666667,1,1,5,1
0.0,1,1,0,0
100.0,1,1,0,0
0.0,1,1,0,0
16.66666667,1,0,5,1
0.0,1,1,2,0
100.0,1,0,0,0
0.0,1,1,0,1
33.33333333,0,0,8,1
14.28571429,1,1,5,0
42.85714286,1,0,5,1
100.0,0,1,6,1
67.85714286,0,1,8,1
18.18181818,1,0,5,1
0.0,1,1,0,0
0.0,0,0,0,0
0.0,1,0,5,1
0.0,0,1,7,1
83.33333333,1,0,3,1
0.0,0,0,0,1
25.0,0,0,7,1
100.0,1,1,1,0
41.66666667,1,1,0,0
100.0,1,0,3,1
21.05263158,1,1,1,0
0.0,1,0,2,1
0.0,1,1,4,0
0.0,1,1,0,0
26.31578947,1,0,4,1
100.0,1,1,0,0
30.0,1,1,1,0
100.0,1,1,1,0
96.0,0,0,5,1
16.66666667,1,0,5,1
0.0,1,0,5,1
0.0,1,1,3,0
0.0,1,0,3,0
0.0,0,0,3,1
0.0,1,1,0,0
0.0,1,1,4,1
25.0,0,0,4,1
26.08695652,1,0,4,1
20.0,0,0,6,1
13.33333333,0,0,2,1
100.0,0,0,4,1
14.28571429,1,1,5,0
0.0,1,0,2,1
57.14285714,0,0,3,1
40.0,1,0,5,1
0.0,1,0,2,0
50.0,0,1,0,0
0.0,1,1,3,0
0.0,1,0,0,0
100.0,1,1,0,0
100.0,1,1,0,0
53.84615385,1,0,6,1
0.0,1,1,0,0
50.0,0,1,0,0
60.0,1,0,3,1
97.14285714,1,0,5,1
0.0,1,0,5,0
100.0,1,1,2,1
20.0,1,0,2,1
0.0,1,1,0,0
100.0,1,1,0,0
6.666666667,1,1,1,0
100.0,1,1,0,0
0.0,1,0,4,0
0.0,0,0,3,1
10.52631579,1,0,4,1
0.0,1,1,0,0
71.79487179,1,0,7,1
0.0,1,1,0,0
100.0,0,0,2,1
90.90909091,0,0,6,1
25.0,0,0,6,1
28.57142857,1,0,2,1
0.0,1,0,3,1
0.0,1,1,2,0
100.0,1,1,0,0
50.0,1,1,2,0
0.0,0,0,10,1
0.0,1,1,0,0
50.0,1,1,4,0
100.0,0,1,10,0
0.0,0,0,4,1
0.0,1,1,2,0
0.0,0,1,4,1
0.0,1,0,5,0
0.0,1,0,6,1
44.44444444,1,0,3,1
100.0,1,1,2,0
27.27272727,1,0,1,1
53.19148936,1,0,2,1
45.0,1,0,4,1
77.77777778,1,0,4,1
0.0,1,1,1,0
56.92307692,1,1,5,0
100.0,0,0,3,1
0.0,1,0,5,1
13.63636364,1,0,5,1
100.0,1,1,1,0
22.22222222,1,0,5,1
0.0,1,1,0,0
100.0,1,1,0,0
0.0,1,1,1,0
31.57894737,1,0,4,1
0.0,1,1,4,0
0.0,1,1,7,1
0.0,1,1,4,0
100.0,1,1,0,0
41.66666667,1,0,4,1
0.0,0,1,0,0
61.62162162,0,0,7,1
0.0,1,0,4,1
0.0,1,1,0,0
66.66666667,0,0,5,1
25.0,1,1,5,0
0.0,1,1,0,0
14.28571429,1,1,5,0
39.39393939,0,0,5,1
100.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,1,0
50.0,1,1,0,0
15.38461538,0,0,2,1
80.0,1,0,8,1
66.66666667,0,1,3,0
0.0,1,1,2,0
77.77777778,1,0,4,1
0.0,0,1,2,0
0.0,1,1,2,0
0.0,1,1,0,0
0.0,1,1,8,0
71.42857143,1,0,2,1
79.33884298,0,0,7,1
96.91780822,1,1,0,0
75.0,1,0,5,1
